0,3.36626314619
1,3.48340952759
2,3.44716418072
3,3.29361780252
4,3.07219270057
5,2.82448663097
6,2.58085205859
7,2.34606803327
8,2.1156282768
9,1.89560363982
10,1.68870315292
11,1.49414518998
12,1.30154457877
13,1.12682555605
14,0.97625895676
15,0.849233344503
16,0.751601369174
17,0.690109891154
18,0.64048086497
19,0.608590525159
20,0.581893384445
21,0.556897774005
22,0.540414070806
23,0.53318482347
24,0.53223524676
25,0.547338776776
26,0.570586914127
27,0.597903413131
28,0.630887051494
29,0.662306074075
30,0.697800811563
31,0.727841289999
32,0.74841011063
33,0.764274637707
34,0.77007044287
35,0.776885776931
36,0.77000181621
37,0.758574929178
38,0.740600684423
39,0.711655256893
40,0.671828399155
41,0.630315672535
42,0.585649103797
43,0.542922200563
44,0.502995642213
45,0.471534942628
46,0.448963175918
47,0.429000026178
48,0.415928751237
49,0.407785954181
50,0.402744101259
