0,0.434796784278
1,0.47737214591
2,0.561326607082
3,0.683357470172
4,0.835425451548
5,1.00396588459
6,1.18983430188
7,1.39815715908
8,1.60369701479
9,1.83046834041
10,2.06211442326
11,2.2862276669
12,2.51218160035
13,2.69945511829
14,2.82761624196
15,2.86917798825
16,2.82393262552
17,2.71906595878
18,2.58459666173
19,2.43346925038
20,2.27389588564
21,2.11901940272
22,1.9577504651
23,1.7965796647
24,1.63125224999
25,1.47025097395
26,1.30589087298
27,1.15628132727
28,1.02588324201
29,0.921568353703
30,0.845227681105
31,0.784251735839
32,0.731776558871
33,0.683314472062
34,0.640598720585
35,0.606527918815
36,0.57838504401
37,0.56689151151
38,0.565210582709
39,0.579259019907
40,0.604803019767
41,0.638504308574
42,0.68318130205
43,0.726743417081
44,0.777793602736
45,0.816424975296
46,0.853949107629
47,0.883212763977
48,0.900334659077
49,0.908975262391
50,0.907017104947
