0,2.34222279929
1,2.59739460578
2,2.85340089413
3,3.09729275362
4,3.28825708848
5,3.36488192595
6,3.30775108263
7,3.15449836317
8,2.95117038509
9,2.73547462214
10,2.52152829465
11,2.31027533097
12,2.10760530599
13,1.90746137812
14,1.71180438573
15,1.52212967157
16,1.34120646314
17,1.16925044519
18,1.02478215268
19,0.901344787725
20,0.808726084968
21,0.740903493713
22,0.690478839256
23,0.648084249319
24,0.609929936085
25,0.586199438501
26,0.564350952706
27,0.554862475649
28,0.557174278411
29,0.568710497768
30,0.592509310084
31,0.62012582189
32,0.656311302925
33,0.693432456807
34,0.725994741652
35,0.760163552504
36,0.780904480947
37,0.800342515797
38,0.807068799278
39,0.808926252916
40,0.803241847488
41,0.788633323043
42,0.761468863247
43,0.727049080913
44,0.687542080901
45,0.640369533684
46,0.593839553145
47,0.54824675588
48,0.510971264076
49,0.476744667186
50,0.454651455702
